"Ozone,μg/m3","Sulphur Dioxide,μg/m3","PM2.5,μg/m3","PM10,μg/m3","Ammonia,μg/m3","Carbon Monoxide,mg/m3","NOx,μg/m3",AQI_calculated,Category
49.245416666666664,37.94041666666667,176.6783333333333,205.63166666666666,12.78,1.77,59.71000000000001,344.0,Very Poor
35.961666666666666,46.41291666666667,343.9058333333333,404.13166666666666,16.410833333333333,3.76,116.44166666666666,472.0,Severe
14.145416666666668,140.7475,785.7466666666666,920.6408333333334,53.254999999999995,8.68,299.3145833333333,1013.0,Severe
23.707083333333333,167.33083333333335,970.7925,1122.2754166666666,56.057916666666664,9.33,335.84749999999997,1265.0,Severe
18.355416666666667,49.23416666666666,508.4166666666667,568.2575,15.425833333333335,4.64,144.01375000000002,599.0,Severe
77.94375000000001,52.401250000000005,322.66,342.9975,6.607500000000001,1.75,54.642916666666665,456.0,Severe
12.829166666666666,74.64625,441.0370833333333,517.68875,17.674166666666668,4.08,133.36041666666665,547.0,Severe
36.408750000000005,43.58083333333334,342.14416666666665,377.79833333333335,11.310416666666667,2.78,85.22458333333333,471.0,Severe
86.65041666666667,38.028749999999995,270.44458333333336,288.50166666666667,6.420416666666667,1.43,36.81916666666667,416.0,Severe
46.321666666666665,36.5075,287.61375,330.14958333333334,13.758333333333333,2.6,80.40875,429.0,Severe
73.35958333333333,62.893750000000004,417.54625000000004,468.07625,12.935416666666667,3.59,112.62666666666667,529.0,Severe
64.31583333333333,35.524166666666666,343.07708333333335,370.3954166666667,9.368333333333334,1.74,48.16416666666667,472.0,Severe
33.91416666666667,36.71625,330.50208333333336,374.23541666666665,12.6175,2.52,66.83583333333333,462.0,Severe
24.536666666666665,55.43291666666667,310.10125,379.4725,20.393333333333334,3.9,126.49416666666667,446.0,Severe
33.23291666666667,47.486250000000005,243.71124999999998,296.39708333333334,16.14375,2.84,92.3375,395.0,Very Poor
22.35,23.6,188.91,216.15,5.64,1.59,42.339999999999996,353.0,Very Poor
36.74173913043478,65.63782608695652,482.79956521739126,573.4834782608696,24.071304347826086,5.2,166.43130434782609,579.0,Severe
57.94,44.217083333333335,222.10833333333332,257.82416666666666,14.68,2.05,66.85041666666666,379.0,Very Poor
49.94375,32.455,171.56166666666664,200.04458333333332,13.95875,1.72,55.80416666666666,340.0,Very Poor
26.936666666666667,72.50916666666667,454.82458333333335,542.1908333333333,39.48916666666667,5.34,175.93124999999998,558.0,Severe
30.71875,106.7725,837.0829166666667,978.6574999999999,43.07041666666667,8.51,266.62375,1086.0,Severe
34.54833333333333,100.77166666666666,626.2725,743.3516666666666,34.05958333333333,6.65,223.61,792.0,Severe
59.236250000000005,57.99458333333333,340.43916666666667,381.02833333333336,14.3125,2.06,69.4375,470.0,Severe
26.393333333333334,101.52749999999999,334.2133333333333,389.11999999999995,32.13791666666667,3.52,119.82708333333333,465.0,Severe
24.1725,62.793749999999996,230.4025,274.9995833333333,15.719583333333333,2.69,98.02208333333333,385.0,Very Poor
61.27166666666667,31.98708333333333,120.12291666666665,144.10791666666668,12.301666666666668,1.36,43.31125,300.0,Poor
55.01916666666667,37.3325,238.39625,284.08208333333334,14.664583333333333,2.61,74.37791666666666,391.0,Very Poor
38.335,58.423750000000005,377.37875,460.3675,23.131666666666664,4.44,137.47375,498.0,Severe
32.899166666666666,92.82416666666667,517.9583333333334,624.7425,46.77,6.05,203.35833333333332,643.0,Severe
37.845416666666665,101.72625,665.7900000000001,794.6308333333333,26.631666666666664,6.23,195.59708333333336,856.0,Severe
45.24541666666667,81.2625,650.5195833333333,773.275,31.241249999999997,6.56,199.07875,829.0,Severe
43.24041666666667,71.78416666666666,593.6504166666667,695.1395833333332,23.216666666666665,5.33,162.94833333333332,731.0,Severe
66.76041666666667,75.16166666666668,771.6004166666667,859.3170833333334,25.234583333333333,6.62,177.1195833333333,937.0,Severe
54.849583333333335,90.67958333333333,847.1691666666667,960.88875,25.2675,7.24,204.08083333333335,1064.0,Severe
47.501666666666665,93.67875,824.1725,945.8504166666667,28.704166666666666,7.09,210.70458333333335,1045.0,Severe
45.73250000000001,155.23083333333332,647.7925,778.2883333333334,60.60125,6.53,210.58291666666668,835.0,Severe
54.14083333333334,71.88375,525.9404166666667,621.0666666666667,25.84958333333333,4.9,141.03791666666666,639.0,Severe
57.10791666666666,95.5575,607.86875,708.6604166666666,26.241249999999997,5.53,170.41375,748.0,Severe
53.856249999999996,70.78041666666667,477.22166666666664,568.0979166666667,26.129166666666666,4.96,150.3525,575.0,Severe
66.07291666666667,46.31375,400.28875,455.0804166666667,20.733333333333334,3.17,85.21583333333334,516.0,Severe
62.15208333333334,41.057916666666664,350.35875000000004,395.52416666666664,16.888749999999998,2.43,64.61708333333334,477.0,Severe
46.06791666666667,51.975833333333334,302.8483333333333,366.84791666666666,25.659166666666668,3.07,94.76499999999999,441.0,Severe
35.04833333333333,137.60708333333335,631.0541666666667,756.1779166666666,81.98708333333333,8.19,274.4375,808.0,Severe
45.53333333333333,80.78458333333333,601.4766666666667,718.66375,46.02666666666667,7.43,232.54291666666666,761.0,Severe
52.25416666666666,59.55583333333333,253.72124999999997,313.22291666666666,31.813333333333333,3.06,101.75791666666666,403.0,Severe
41.205,81.37166666666667,319.39625,395.7316666666666,45.86208333333334,4.43,159.76958333333334,453.0,Severe
31.779583333333335,64.68124999999999,286.47291666666666,400.12208333333336,36.7575,4.28,136.97625,428.0,Severe
41.90125,90.81833333333333,391.53416666666664,504.35875000000004,47.57916666666667,5.07,162.39416666666665,509.0,Severe
73.16708333333334,47.60541666666666,117.89375,154.75916666666666,25.383333333333336,1.63,54.099583333333335,293.0,Poor
104.48625,38.26708333333333,100.5575,121.96083333333333,22.314166666666665,1.18,34.39666666666667,235.0,Poor
65.58791666666666,74.92416666666666,388.70166666666665,478.4429166666667,41.735416666666666,5.31,151.24541666666667,507.0,Severe
109.10374999999999,125.62708333333335,656.4108333333334,788.0783333333334,47.55125,7.43,215.81291666666667,848.0,Severe
96.34875,35.50541666666667,118.60833333333333,154.755,20.25,1.34,40.56041666666667,295.0,Poor
68.26166666666667,48.41833333333333,192.58583333333334,245.99291666666667,29.844583333333333,2.5,74.13666666666667,356.0,Very Poor
107.95875000000001,44.47666666666667,155.35541666666666,204.87666666666667,25.162916666666664,1.66,49.17708333333333,327.0,Very Poor
107.4975,56.2075,177.28583333333333,215.17708333333334,21.919583333333335,1.35,42.71083333333334,344.0,Very Poor
53.84041666666667,89.50625000000001,409.54875,533.8708333333333,35.935,5.11,162.22208333333333,530.0,Severe
74.82291666666667,86.34791666666666,346.39166666666665,458.3625,26.517916666666665,3.8,106.89833333333334,474.0,Severe
60.875,125.42791666666666,310.6354166666667,409.4629166666667,33.30041666666667,3.76,132.91375,447.0,Severe
55.035833333333336,51.97541666666667,126.04791666666667,163.01833333333335,18.115416666666665,1.6,61.56666666666667,305.0,Very Poor
59.94416666666667,60.001666666666665,172.99249999999998,214.23749999999998,21.179166666666667,2.26,77.60374999999999,341.0,Very Poor
71.95125,38.902499999999996,118.88875,157.87083333333334,22.496666666666666,1.62,49.15708333333333,296.0,Poor
67.485,45.280833333333334,125.68875000000001,179.58333333333334,27.28,1.66,52.78541666666666,304.0,Very Poor
57.39124999999999,49.740833333333335,139.69916666666668,227.67875,29.227083333333336,1.99,64.16708333333334,315.0,Very Poor
49.82083333333333,57.81708333333333,187.30958333333334,303.9475,33.444583333333334,2.58,84.05625,352.0,Very Poor
52.59125,71.00958333333334,238.21708333333333,335.1433333333333,37.46541666666666,3.67,133.97958333333332,391.0,Very Poor
39.06791666666667,50.96291666666667,135.49666666666667,193.1029166666667,25.851666666666663,2.12,81.96708333333333,312.0,Very Poor
52.12708333333333,47.29125,150.1525,211.50125,27.455833333333334,2.52,75.9525,323.0,Very Poor
87.68041666666666,43.29333333333333,112.73791666666666,161.645,23.8925,1.52,49.22208333333333,276.0,Poor
48.10375,69.61791666666666,131.26333333333332,183.02374999999998,27.60291666666667,1.92,72.30166666666666,309.0,Very Poor
43.11708333333333,64.89166666666667,179.50208333333333,236.15666666666667,27.264583333333334,2.7,96.88333333333333,346.0,Very Poor
90.18666666666667,61.78041666666667,166.14000000000001,219.14416666666668,24.680833333333336,2.12,70.59458333333333,335.0,Very Poor
88.05208333333333,35.58416666666667,63.96041666666667,89.89041666666667,20.25166666666667,1.02,34.10583333333334,113.0,Moderate
67.44833333333334,42.96625,128.07250000000002,178.31500000000003,26.572083333333335,1.95,61.24125,306.0,Very Poor
77.90916666666666,61.52166666666667,248.96666666666667,327.98083333333335,31.8925,3.46,101.47833333333332,399.0,Very Poor
136.91,83.05916666666667,305.94041666666664,392.6308333333333,29.48125,3.1,89.68833333333333,443.0,Severe
87.01166666666667,67.28375,211.51041666666666,296.4916666666667,34.33625,2.65,85.82625,370.0,Very Poor
124.10833333333333,32.489583333333336,137.74833333333333,219.54291666666666,23.53833333333333,1.2,31.712500000000002,314.0,Very Poor
133.60333333333332,29.03375,42.98708333333334,58.44083333333333,17.585833333333333,0.68,20.993333333333332,149.0,Moderate
102.96750000000002,35.753750000000004,40.83416666666667,57.32875000000001,20.1825,0.86,29.12083333333333,104.0,Moderate
71.13083333333334,65.02875,101.49624999999999,143.91541666666666,29.7825,1.94,68.7325,238.0,Poor
86.06708333333334,65.91291666666667,132.11041666666668,182.18541666666667,28.4575,2.28,72.73125,309.0,Very Poor
80.59458333333333,68.9825,159.07333333333335,215.7075,31.412499999999998,2.76,86.42625,330.0,Very Poor
123.51916666666666,71.10916666666667,100.78958333333333,135.31541666666666,24.48875,1.38,50.87916666666667,236.0,Poor
175.29875,86.46708333333333,155.63,203.4525,23.417916666666667,1.23,45.47625000000001,327.0,Very Poor
127.7325,61.195,129.3025,183.2458333333333,25.576666666666668,1.43,44.29333333333333,307.0,Very Poor
101.01708333333333,55.671666666666674,106.54458333333334,144.91875000000002,27.592916666666667,1.53,49.56583333333334,255.0,Poor
92.16791666666667,60.15125,97.34333333333335,137.61958333333334,27.625833333333333,1.74,60.94166666666666,224.0,Poor
109.68833333333333,39.80041666666667,57.30375,83.26875,20.074166666666667,1.01,33.562916666666666,114.0,Moderate
89.55083333333333,52.04958333333334,95.26041666666667,148.31041666666667,25.310833333333335,1.57,51.997083333333336,218.0,Poor
94.18583333333333,79.22500000000001,141.12208333333334,210.0275,30.761666666666667,2.07,68.67875,316.0,Very Poor
106.60291666666666,51.7575,101.40916666666668,150.29749999999999,24.749583333333334,1.42,47.66916666666666,238.0,Poor
91.8125,53.395833333333336,89.07208333333334,135.3841666666667,24.446250000000003,1.42,48.75666666666666,197.0,Moderate
69.04125,83.93416666666667,181.74375,261.26708333333335,37.479166666666664,3.07,100.66083333333333,347.0,Very Poor
87.71708333333333,72.92708333333333,131.51874999999998,183.3345833333333,25.81,2.01,73.13041666666666,309.0,Very Poor
73.6225,49.38291666666667,133.73916666666665,184.405,26.449583333333333,2.1,61.41916666666666,311.0,Very Poor
96.63958333333333,68.69541666666667,136.64458333333332,183.33249999999998,25.372083333333336,2.05,65.61625,313.0,Very Poor
95.19458333333334,55.85,95.76333333333334,139.90541666666667,26.109166666666667,1.7,55.653749999999995,219.0,Poor
77.80916666666667,58.56166666666667,83.71416666666667,118.65541666666667,23.224999999999998,1.53,54.48791666666667,179.0,Moderate
75.85916666666667,56.0,130.31625,179.9020833333333,26.333333333333332,1.99,66.00833333333334,308.0,Very Poor
155.68666666666667,75.7775,93.68624999999999,116.73416666666667,16.61916666666667,1.09,41.79416666666667,212.0,Poor
92.21291666666667,55.32208333333333,51.26833333333334,83.28583333333333,19.90875,0.96,39.73375,92.0,Satisfactory
135.27291666666667,36.28916666666667,45.90833333333333,63.22833333333333,16.722916666666666,0.82,24.559583333333332,152.0,Moderate
109.41208333333333,43.29333333333333,90.15916666666668,122.34458333333333,24.06125,1.55,44.82291666666667,201.0,Poor
96.55291666666666,103.20583333333333,253.4416666666667,344.3241666666667,46.20041666666666,4.15,129.49791666666667,403.0,Severe
96.50666666666666,107.16000000000001,234.08583333333334,329.99833333333333,42.78541666666666,3.73,116.22874999999999,388.0,Very Poor
88.46125,85.99041666666666,165.56916666666666,238.88875,36.45291666666667,2.74,93.3075,335.0,Very Poor
112.83,73.22458333333333,158.47708333333333,215.1525,30.172916666666666,2.19,71.1925,330.0,Very Poor
92.85833333333333,96.83749999999999,186.53416666666666,242.01166666666666,31.238333333333333,2.35,87.30833333333334,351.0,Very Poor
85.455,60.48916666666667,151.70458333333332,195.50541666666666,25.9025,1.81,59.10458333333334,324.0,Very Poor
74.16291666666667,57.67666666666667,127.86833333333334,165.43541666666667,25.455,1.68,59.67333333333333,306.0,Very Poor
63.91791666666666,57.400000000000006,91.49000000000001,144.27416666666667,26.470416666666665,1.5,52.83958333333334,205.0,Poor
65.72916666666667,74.18291666666666,72.5575,110.78208333333333,19.243333333333332,0.98,50.40125,142.0,Moderate
129.64041666666665,63.260416666666664,122.42500000000001,153.54333333333332,23.39125,1.45,42.98708333333333,302.0,Very Poor
113.24041666666666,60.12083333333334,132.1575,160.90416666666667,19.384583333333335,1.58,50.42208333333333,309.0,Very Poor
95.13958333333333,126.32208333333334,274.96375,330.42291666666665,26.082083333333333,3.22,123.84875,419.0,Severe
136.085,63.83625,121.39999999999999,149.28166666666667,16.429583333333333,1.47,42.61958333333333,301.0,Very Poor
121.20208333333333,58.30291666666667,111.19125000000001,141.14583333333334,22.819166666666664,1.62,52.42958333333333,271.0,Poor
97.53916666666667,60.79666666666666,97.1925,124.96333333333332,22.83875,1.46,50.521249999999995,224.0,Poor
114.435,57.53,166.13166666666666,208.98416666666665,26.752916666666668,1.96,53.868333333333325,335.0,Very Poor
121.94041666666668,71.1875,205.0675,257.63166666666666,29.189999999999998,2.54,77.67416666666668,365.0,Very Poor
82.31916666666667,89.78416666666668,199.71791666666664,257.42375,30.924166666666665,3.05,104.59583333333335,361.0,Very Poor
97.93791666666668,79.43375,130.29,183.15125,23.453333333333333,1.8,62.78333333333333,308.0,Very Poor
78.74833333333333,112.89083333333333,268.77416666666664,372.82666666666665,42.63166666666667,3.99,131.86875,414.0,Severe
130.83208333333332,85.335,171.85708333333332,237.02125,29.116249999999997,2.27,66.65625,340.0,Very Poor
84.61083333333333,92.20833333333333,179.06166666666664,257.86875,30.54125,2.69,113.70625,345.0,Very Poor
47.955000000000005,48.538333333333334,77.9475,98.24833333333333,16.158333333333335,1.43,59.422916666666666,160.0,Moderate
39.12291666666666,55.07541666666666,70.07458333333334,79.71916666666667,5.43,1.11,44.94708333333334,134.0,Moderate
69.65666666666667,49.98833333333334,188.97625000000002,232.26375,15.018333333333333,2.74,82.95333333333333,353.0,Very Poor
77.77749999999999,84.67958333333333,183.51,231.80208333333334,15.52125,2.47,94.43,349.0,Very Poor
162.25833333333335,100.175,361.25,456.69083333333333,40.32625,3.9,134.45875,486.0,Severe
95.1175,33.62625,89.50708333333334,167.56333333333333,20.18166666666667,1.21,44.03916666666667,198.0,Moderate
105.64958333333334,39.56791666666667,91.69916666666667,127.28125,26.00916666666667,1.34,41.1025,206.0,Poor
88.44416666666666,55.29333333333333,118.06916666666666,169.36958333333334,28.420416666666668,2.19,68.29083333333332,294.0,Poor
137.19541666666666,107.52666666666666,372.0529166666667,488.3591666666667,58.759166666666665,5.73,190.60333333333332,494.0,Severe
260.29541666666665,139.74333333333334,524.2520833333333,609.7816666666666,44.522083333333335,5.19,145.08666666666667,625.0,Severe
145.31875,50.94291666666666,168.345,210.38708333333332,30.594583333333333,1.94,58.354166666666664,337.0,Very Poor
124.545,28.77,63.08375,87.74624999999999,15.274166666666666,0.73,20.23166666666667,136.0,Moderate
128.98458333333335,48.67666666666667,93.24916666666667,137.04,20.351666666666667,1.16,40.405,211.0,Poor
92.88416666666666,63.4,174.64874999999998,270.70375,24.019166666666667,2.48,88.73458333333333,342.0,Very Poor
98.43458333333335,94.35458333333334,330.77416666666664,444.20166666666665,27.859583333333333,4.24,143.94041666666666,462.0,Severe
153.96708333333333,101.96499999999999,509.0441666666666,622.3758333333334,36.42041666666667,5.68,148.46791666666667,640.0,Severe
193.09541666666667,174.34375,569.3391666666666,683.6791666666667,26.023750000000003,5.14,145.45583333333335,717.0,Severe
165.715,127.61458333333333,621.5295833333333,726.1991666666667,31.705416666666665,5.73,169.20083333333332,770.0,Severe
133.76375,73.71124999999999,323.05833333333334,384.21625,23.801666666666666,3.02,83.31333333333333,456.0,Severe
84.75583333333334,63.53041666666667,223.31833333333336,302.47166666666664,35.835,3.53,101.65583333333333,379.0,Very Poor
121.75166666666667,77.20791666666666,173.90083333333334,218.70125,29.502499999999998,2.44,74.37291666666667,341.0,Very Poor
58.75125,28.445833333333336,57.275416666666665,167.915,18.224999999999998,0.88,34.329166666666666,145.0,Moderate
59.647083333333335,50.276250000000005,118.66708333333334,275.86083333333335,26.813333333333333,2.14,77.48500000000001,296.0,Poor
133.48416666666665,66.97583333333334,74.79416666666667,122.95708333333333,14.978333333333333,0.92,36.198750000000004,149.0,Moderate
95.39708333333333,88.03666666666668,89.41416666666667,136.69916666666668,14.808333333333332,1.06,53.214999999999996,198.0,Moderate
154.55625,42.02125,71.20208333333333,82.74,7.635416666666667,0.94,22.067916666666665,180.0,Moderate
193.94000000000003,65.22833333333334,87.23166666666667,99.0075,11.564166666666667,0.98,31.039166666666667,265.0,Poor
158.81333333333333,90.08291666666668,103.14125,125.92041666666667,15.854166666666666,1.04,45.127916666666664,244.0,Poor
69.41708333333334,49.065416666666664,95.97166666666668,155.54083333333332,24.59375,1.83,67.61291666666666,220.0,Poor
78.58916666666667,108.14375000000001,125.40791666666667,164.93,12.115833333333333,1.47,78.63666666666667,304.0,Very Poor
159.67791666666668,94.79125,127.18083333333334,149.01791666666665,10.948749999999999,1.23,48.132083333333334,306.0,Very Poor
79.39833333333333,80.94208333333333,63.89833333333333,81.36999999999999,11.595,1.08,53.625416666666666,113.0,Moderate
73.88708333333334,62.2275,45.53125,56.209583333333335,7.138333333333333,0.81,36.21083333333333,78.0,Satisfactory
100.66083333333334,79.29541666666667,74.21333333333332,88.48041666666666,9.60375,0.98,46.13708333333334,147.0,Moderate
115.27208333333334,71.93333333333334,158.55208333333334,196.71958333333336,23.5725,2.13,73.15208333333334,330.0,Very Poor
85.31875000000001,63.18208333333333,180.28,257.6954166666667,31.560000000000002,2.64,78.84,346.0,Very Poor
166.94208333333333,88.305,227.00333333333333,326.31958333333336,31.8025,2.51,82.43208333333334,382.0,Very Poor
134.275,62.58541666666667,118.72583333333334,171.59,22.957916666666666,1.57,47.90083333333334,296.0,Poor
119.59666666666668,54.28,122.87291666666665,231.4825,20.657916666666665,1.26,44.6225,302.0,Very Poor
157.78125,55.393750000000004,125.01625,239.52791666666667,17.701249999999998,0.93,32.072916666666664,304.0,Very Poor
188.0533333333333,53.1875,129.62416666666667,179.00166666666667,16.640833333333333,1.09,28.356250000000003,307.0,Very Poor
188.1575,65.44583333333334,151.93791666666667,200.26166666666666,23.82375,1.48,41.959583333333335,325.0,Very Poor
115.8575,36.647083333333335,96.4975,189.74125,19.008333333333333,0.95,28.680833333333336,222.0,Poor
66.83208333333333,19.52541666666667,54.40083333333334,183.49958333333333,12.448333333333332,0.57,21.066666666666666,156.0,Moderate
71.85458333333334,18.442916666666665,50.59833333333333,184.75,10.861666666666666,0.5,20.612916666666667,156.0,Moderate
76.08583333333333,22.829166666666666,69.97916666666667,293.98041666666666,10.967083333333333,0.53,23.016666666666666,244.0,Poor
73.16583333333334,25.123333333333335,72.61874999999999,275.64708333333334,13.002083333333333,0.59,23.822916666666668,226.0,Poor
58.69166666666666,44.61416666666667,107.08958333333334,256.58375,22.588333333333335,1.43,55.04833333333333,257.0,Poor
84.17208333333333,63.787083333333335,129.68875,276.37416666666667,23.39125,1.31,52.1575,307.0,Very Poor
74.48375,39.965833333333336,84.37875,227.95833333333334,19.22625,0.91,34.957499999999996,185.0,Moderate
67.39916666666666,29.9025,50.34583333333333,141.495,14.717500000000001,0.68,27.812083333333334,128.0,Moderate
72.39291666666666,41.822916666666664,56.96958333333333,161.45208333333332,13.33625,0.69,29.560833333333335,141.0,Moderate
125.53083333333332,76.73166666666667,76.245,100.30416666666667,10.844166666666666,0.91,39.23458333333333,154.0,Moderate
138.11958333333334,53.88291666666667,51.18541666666667,57.844166666666666,8.6425,0.69,26.076666666666668,156.0,Moderate
48.43,45.6775,25.315833333333334,29.945833333333336,6.002083333333334,0.69,29.874166666666667,57.0,Satisfactory
50.009166666666665,50.803333333333335,29.044166666666666,35.6825,6.9070833333333335,0.65,34.04041666666667,64.0,Satisfactory
42.57416666666666,79.77208333333333,46.2925,57.54083333333333,10.115416666666667,0.88,53.16791666666666,100.0,Satisfactory
17.56,86.34750000000001,66.87166666666667,82.55499999999999,9.931666666666667,1.23,64.31791666666666,123.0,Moderate
61.809583333333336,77.3875,62.52041666666667,75.80125,11.742916666666666,1.03,52.60291666666667,108.0,Moderate
72.29,74.76375,117.71749999999999,141.14416666666668,14.123333333333333,1.48,63.16708333333333,292.0,Poor
91.02708333333334,45.74666666666667,125.66916666666667,157.48458333333335,20.460833333333333,1.91,65.0925,304.0,Very Poor
14.325416666666667,45.75625,54.718333333333334,71.84125,10.270416666666668,1.32,55.06875,91.0,Satisfactory
2.0516666666666667,68.07833333333333,69.65708333333333,85.90666666666668,9.125416666666666,1.55,74.81833333333333,132.0,Moderate
6.003333333333333,140.55916666666667,300.60333333333335,353.9675,37.665416666666665,4.65,197.71541666666667,439.0,Severe
30.735416666666666,80.48583333333333,117.97666666666667,151.6675,10.65,1.6,75.88041666666668,293.0,Poor
11.959999999999999,79.85166666666667,87.09833333333334,101.68416666666667,7.887083333333333,1.53,63.8225,190.0,Moderate
65.03666666666668,62.744166666666665,148.23041666666666,173.65333333333334,9.360416666666667,2.11,66.42583333333333,322.0,Very Poor
114.39833333333333,58.18541666666667,147.28583333333333,168.96916666666667,7.760416666666667,1.49,47.235416666666666,321.0,Very Poor
95.04208333333334,56.435833333333335,107.41666666666667,132.41708333333332,11.970416666666667,1.48,51.67000000000001,258.0,Poor
12.1825,100.195,172.84166666666667,205.26916666666668,12.655416666666667,2.55,106.73875,341.0,Very Poor
